-1.000000000000000000e+00 -1.000000000000000000e+00 1.000112889132020833e+01 -7.071067811865474617e-01 7.071067811865474617e-01
-9.591836734693877098e-01 -1.000000000000000000e+00 1.000113799489649402e+01 -7.216815745263599480e-01 6.922251837293657006e-01
-9.183673469387755306e-01 -1.000000000000000000e+00 1.000115888050216562e+01 -7.365298884279393166e-01 6.764049995766789891e-01
-8.775510204081632404e-01 -1.000000000000000000e+00 1.000119563549238322e+01 -7.516256890704231530e-01 6.595898904087386105e-01
-8.367346938775510612e-01 -1.000000000000000000e+00 1.000125205508941661e+01 -7.669368049026957790e-01 6.417226326736842346e-01
-7.959183673469387710e-01 -1.000000000000000000e+00 1.000133156090407738e+01 -7.824242195621698981e-01 6.227458074066249960e-01
-7.551020408163264808e-01 -1.000000000000000000e+00 1.000143709177197060e+01 -7.980413689309590053e-01 6.026026663356220947e-01
-7.142857142857143016e-01 -1.000000000000000000e+00 1.000157091949828647e+01 -8.137334712067350040e-01 5.812381937190964631e-01
-6.734693877551021224e-01 -1.000000000000000000e+00 1.000173436872793076e+01 -8.294369271052772774e-01 5.586003794790643795e-01
-6.326530612244898322e-01 -1.000000000000000000e+00 1.000192745682104523e+01 -8.450788360522152320e-01 5.346417126044628043e-01
-5.918367346938775420e-01 -1.000000000000000000e+00 1.000214850226434571e+01 -8.605766828239990174e-01 5.093208939162443549e-01
-5.510204081632653628e-01 -1.000000000000000000e+00 1.000239377287652331e+01 -8.758382566188738227e-01 4.826047536471346211e-01
-5.102040816326530726e-01 -1.000000000000000000e+00 1.000265725574676701e+01 -8.907618697082331227e-01 4.544703416878740354e-01
-4.693877551020408934e-01 -1.000000000000000000e+00 1.000293062897839391e+01 -9.052369440730286820e-01 4.249071370138706727e-01
-4.285714285714286031e-01 -1.000000000000000000e+00 1.000320350021237914e+01 -9.191450300180579180e-01 3.939192985791676871e-01
-3.877551020408164240e-01 -1.000000000000000000e+00 1.000346394643955961e+01 -9.323613089501443518e-01 3.615278544908723801e-01
-3.469387755102041337e-01 -1.000000000000000000e+00 1.000369933948065082e+01 -9.447566119176311616e-01 3.277727020938721036e-01
-3.061224489795918435e-01 -1.000000000000000000e+00 1.000389736380850536e+01 -9.561999555074315316e-01 2.927142720941117160e-01
-2.653061224489796643e-01 -1.000000000000000000e+00 1.000404700342843967e+01 -9.665615578617777759e-01 2.564346990245533475e-01
-2.244897959183673741e-01 -1.000000000000000000e+00 1.000413893292667211e+01 -9.757162520935707128e-01 2.190383423067199797e-01
-1.836734693877551949e-01 -1.000000000000000000e+00 1.000416098453388436e+01 -9.835471662320327546e-01 1.806515203283326487e-01
-1.428571428571429047e-01 -1.000000000000000000e+00 1.000411930472948896e+01 -9.899494936611664686e-01 1.414213562373095312e-01
-1.020408163265307255e-01 -1.000000000000000000e+00 1.000403567697332541e+01 -9.948341425312657860e-01 1.015136880133945818e-01
-6.122448979591843532e-02 -1.000000000000000000e+00 1.000393157021182589e+01 -9.981310335652204824e-01 6.111006327950336409e-02
-2.040816326530614511e-02 -1.000000000000000000e+00 1.000382469078313363e+01 -9.997918184634462246e-01 2.040391466251933322e-02
2.040816326530614511e-02 -1.000000000000000000e+00 1.000372498912900809e+01 -9.997918184634462246e-01 -2.040391466251933322e-02
6.122448979591821328e-02 -1.000000000000000000e+00 1.000363487439387811e+01 -9.981310335652204824e-01 -6.111006327950314204e-02
1.020408163265305035e-01 -1.000000000000000000e+00 1.000355038339782432e+01 -9.948341425312660080e-01 -1.015136880133943875e-01
1.428571428571427937e-01 -1.000000000000000000e+00 1.000346130657377763e+01 -9.899494936611664686e-01 -1.414213562373094202e-01
1.836734693877550839e-01 -1.000000000000000000e+00 1.000335691006933203e+01 -9.835471662320327546e-01 -1.806515203283325377e-01
2.244897959183671521e-01 -1.000000000000000000e+00 1.000323060701761335e+01 -9.757162520935707128e-01 -2.190383423067197577e-01
2.653061224489794423e-01 -1.000000000000000000e+00 1.000308131440796444e+01 -9.665615578617777759e-01 -2.564346990245531255e-01
3.061224489795917325e-01 -1.000000000000000000e+00 1.000291225976335774e+01 -9.561999555074317536e-01 -2.927142720941116605e-01
3.469387755102040227e-01 -1.000000000000000000e+00 1.000272916002282564e+01 -9.447566119176311616e-01 -3.277727020938719926e-01
3.877551020408163129e-01 -1.000000000000000000e+00 1.000253875720656183e+01 -9.323613089501443518e-01 -3.615278544908722691e-01
4.285714285714283811e-01 -1.000000000000000000e+00 1.000234780551580549e+01 -9.191450300180579180e-01 -3.939192985791675206e-01
4.693877551020406713e-01 -1.000000000000000000e+00 1.000216238990121553e+01 -9.052369440730286820e-01 -4.249071370138705062e-01
5.102040816326529615e-01 -1.000000000000000000e+00 1.000198750443533946e+01 -8.907618697082331227e-01 -4.544703416878739244e-01
5.510204081632652517e-01 -1.000000000000000000e+00 1.000182685679814121e+01 -8.758382566188738227e-01 -4.826047536471345101e-01
5.918367346938773199e-01 -1.000000000000000000e+00 1.000168286292402797e+01 -8.605766828239990174e-01 -5.093208939162441329e-01
6.326530612244896101e-01 -1.000000000000000000e+00 1.000155678278100879e+01 -8.450788360522154541e-01 -5.346417126044626933e-01
6.734693877551019003e-01 -1.000000000000000000e+00 1.000144894045696908e+01 -8.294369271052774995e-01 -5.586003794790642685e-01
7.142857142857141906e-01 -1.000000000000000000e+00 1.000135897182279265e+01 -8.137334712067350040e-01 -5.812381937190963521e-01
7.551020408163264808e-01 -1.000000000000000000e+00 1.000128604951530242e+01 -7.980413689309590053e-01 -6.026026663356220947e-01
7.959183673469385489e-01 -1.000000000000000000e+00 1.000122904681799518e+01 -7.824242195621700091e-01 -6.227458074066249960e-01
